"","author_id","name_initial","name","num_ssid_1997","num_ssid_1998","num_ssid_1999","num_ssid_2000","num_ssid_2001","num_ssid_2002","num_ssid_2003","num_ssid_2004","num_ssid_2005","num_ssid_2006","num_ssid_2007","num_ssid_2008","num_ssid_2009","num_ssid_2010","num_ssid_2011","num_ssid_2012","num_ssid_2013","num_ssid_2014","num_ssid_2015","num_ssid_2016","num_ssid_2017"
"167",2675905,"Hamada,S.","Shigeyuki  Hamada",1,1,NA,3,NA,4,1,NA,1,NA,1,2,2,NA,2,NA,2,1,1,NA,1
"168",2678989,"Kosoy,M.Y.","Michael Y. Kosoy",1,NA,NA,NA,NA,1,7,1,2,NA,3,4,5,11,5,13,4,4,7,NA,10
"169",2706887,"Madigan,M.T.","Michael T. Madigan",NA,NA,1,2,2,NA,3,1,2,3,3,3,3,1,1,2,1,NA,2,NA,NA
"170",2707441,"Klotz,M.G.","Martin Gunter Klotz",1,1,2,NA,NA,4,1,3,1,1,1,4,1,9,5,1,7,1,3,NA,NA
"171",2707756,"Gunthard,H.F.","Huldrych F. Günthard",1,NA,3,NA,1,NA,NA,2,3,NA,6,6,2,4,3,4,NA,NA,NA,3,2
"172",2725414,"McManus,D.P.","Donald Peter McManus",4,1,7,8,2,6,9,2,6,9,1,4,3,3,2,1,1,NA,3,1,1
"173",2727791,"Ritchie,P.A.","Peter A. Ritchie",1,NA,NA,1,NA,2,2,2,NA,NA,1,6,3,3,NA,3,1,2,NA,1,1
"174",2732711,"Kuznetsov,B.B.","Boris B. Kuznetsov",NA,NA,1,11,6,5,NA,1,2,5,NA,1,1,NA,7,3,5,7,2,4,1
"175",2745818,"Mcfadden,G.I.","Geoffrey I.  McFadden",NA,6,2,3,NA,3,1,1,1,1,1,NA,NA,NA,1,2,2,1,1,1,NA
"176",2751933,"Igarashi,I.","Ikuo  Igarashi",3,NA,2,NA,6,1,3,3,3,3,4,3,7,3,8,5,9,5,1,4,1
"177",2758569,"Imhoff,J.F.","Johannes F.  Imhoff",2,6,1,2,1,1,1,1,1,4,10,11,13,9,7,4,6,1,4,3,2
"178",2766380,"Emerson,B.C.","BRENT C.  EMERSON",NA,1,1,2,2,1,4,1,2,4,1,4,1,2,2,4,5,2,1,1,NA
"179",2770407,"Partensky,F.","Frédéric  Partensky",NA,NA,4,3,2,2,4,NA,1,2,2,NA,2,1,2,2,3,2,NA,4,2
"180",2778306,"Lipski,A.","André  Lipski",NA,2,NA,1,NA,1,1,1,NA,2,2,4,NA,NA,8,1,6,3,NA,1,3
"181",2780380,"Ikeo,K.","Kazuho  Ikeo",1,NA,3,4,1,6,7,2,26,5,1,2,3,2,NA,1,1,NA,3,NA,1
"182",2787983,"James,A.A.","Anthony Amade James",4,2,15,2,1,1,1,5,4,5,1,2,NA,2,1,NA,2,2,2,NA,NA
"183",2797219,"Mindell,D.P.","David P. Mindell",1,3,1,1,NA,3,8,NA,2,3,2,3,1,1,1,NA,NA,1,1,1,1
"184",2805081,"Kyrpides,N.C.","Nikos C. Kyrpides",1,NA,NA,NA,NA,2,1,NA,2,1,2,2,35,54,58,33,10,3,1,5,6
"185",2806522,"Oxelman,B.","Bengt  Oxelman",NA,NA,2,1,5,NA,NA,3,3,NA,4,4,2,2,1,2,4,3,1,2,NA
"186",2826190,"Sato,H.","Hironori  Sato",1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,2,1,2,NA,1,NA,1,NA,NA
"187",2839934,"Wincker,P.","Patrick  Wincker",NA,NA,3,25,15,2,7,8,10,7,15,28,20,15,16,15,5,11,3,7,NA
"188",2844892,"Guzman,H.","Hilda  Guzman",NA,NA,1,NA,2,NA,3,3,4,NA,1,2,1,NA,5,5,13,9,5,5,7
"189",2844929,"Parkinson,C.L.","Christopher L.  Parkinson",NA,NA,3,6,NA,NA,1,3,5,2,4,NA,5,1,2,2,NA,1,NA,3,1
"190",2856777,"Sozhamannan,S.","Shanmuga  Sozhamannan",NA,NA,1,1,NA,1,2,NA,NA,NA,NA,1,NA,1,1,1,1,3,2,NA,NA
"191",2861780,"Paabo,S.","Svante  Pääbo",2,6,6,4,3,5,5,10,17,5,2,2,1,3,1,4,4,2,2,1,2
"192",2862602,"Cattoli,G.","Giovanni  Cattoli",NA,NA,1,1,NA,NA,1,1,NA,5,3,4,4,6,3,10,5,7,2,6,2
"193",2866962,"Kawaoka,Y.","Yoshihiro  Kawaoka",1,3,1,NA,1,NA,NA,1,4,2,2,2,3,5,3,4,3,2,3,1,NA
"194",2893465,"Zardoya,R.","Rafael  Zardoya",1,4,1,1,1,3,2,8,3,8,8,3,6,1,5,4,1,4,3,2,7
"195",2893575,"Boekhout,T.","Teun  Boekhout",2,NA,1,4,NA,1,1,1,1,3,8,4,4,4,10,11,8,8,8,13,7
"196",2911084,"Eberl,L.","Leo  Eberl",NA,4,1,2,1,1,2,1,NA,1,6,1,2,2,2,NA,NA,2,NA,NA,1
"197",2934812,"Reysenbach,A.","Anna-Louise  Reysenbach",2,3,3,3,5,4,3,1,5,4,5,3,2,NA,2,3,2,2,1,1,1
"198",2947459,"Masuda,R.","Ryuichi  Masuda",1,6,4,3,6,1,NA,3,3,NA,2,5,3,4,3,6,2,NA,6,3,7
"199",2947723,"Tosh,C.","Chakradhar  Tosh",NA,1,NA,2,1,2,NA,2,1,NA,1,3,2,3,2,1,NA,2,NA,2,NA
"200",2950833,"Bulach,D.M.","Dieter M. Bulach",3,1,2,2,3,NA,2,1,NA,2,1,2,NA,NA,2,4,NA,1,3,1,1
"201",2951754,"Kobayashi,N.","Nobumichi  Kobayashi",NA,NA,1,1,4,1,4,7,2,6,5,11,6,8,16,10,6,6,4,9,10
"202",2964040,"Ruedi,M.","Manuel  Ruedi",NA,1,1,2,3,NA,1,4,NA,1,2,3,2,1,3,4,2,3,2,2,3
"203",2967695,"Koonin,E.V.","Eugene V.  Koonin",NA,3,2,7,20,5,1,3,1,2,NA,8,4,1,7,10,NA,2,3,2,1
"204",2967951,"Miller,B.R.","Barry R. Miller",2,1,NA,3,1,1,1,NA,NA,NA,1,NA,3,NA,NA,NA,1,1,NA,NA,1
"205",2968160,"Scanlan,D.J.","David J. Scanlan",2,1,1,1,1,2,5,3,3,3,2,2,3,2,8,2,2,2,1,5,1
"206",2973748,"Theissen,G.","Günter  Theissen",1,NA,4,1,1,6,1,NA,3,2,NA,NA,3,1,5,4,3,2,NA,1,NA
"207",2977822,"Ueda,K.","Kenji  Ueda",1,2,4,3,6,1,3,2,2,3,6,7,3,2,1,NA,NA,2,1,1,NA
"208",2980389,"Jiggins,F.M.","Francis M. Jiggins",NA,NA,1,2,NA,1,2,NA,3,2,4,1,3,1,6,2,NA,3,2,3,1
"209",2981960,"Essex,M.","Max  Essex",1,3,8,7,7,3,4,NA,1,6,1,NA,2,NA,1,2,2,3,1,NA,NA
"210",2996319,"Hedrich,R.","Rainer  Hedrich",1,NA,3,2,1,1,1,3,2,1,1,2,NA,1,NA,2,2,NA,1,3,2
"211",3003412,"Ohashi,K.","Kazuhiko  Ohashi",NA,NA,1,NA,NA,2,1,5,8,3,2,3,7,1,4,6,6,4,2,1,1
"212",3006129,"Rambaut,A.","Andrew  Rambaut",1,NA,1,NA,2,2,NA,3,3,1,3,1,3,2,2,7,6,6,2,5,5
"213",3009116,"Albert,V.A.","Victor A. Albert",NA,2,4,3,3,3,3,5,NA,2,2,5,2,1,3,3,2,NA,2,1,2
"214",3012882,"Sugano,S.","Sumio  Sugano",4,5,11,13,13,6,11,8,5,16,9,6,6,1,1,NA,8,2,1,5,2
"215",3028990,"Hyodo,S.","Susumu  Hyodo",1,NA,NA,NA,NA,1,2,3,1,3,2,2,2,3,NA,4,1,2,4,NA,1
"216",3037303,"Heckel,D.G.","David G.  Heckel",1,NA,2,NA,1,1,2,1,1,NA,3,7,4,21,10,8,3,11,5,6,2
"217",3062598,"Ohta,Y.","Yuko  Ohta",1,NA,1,1,NA,2,2,2,2,2,NA,3,1,3,4,1,NA,4,1,7,NA
"218",3069199,"Fujiyama,A.","Asao  Fujiyama",2,1,1,12,16,1,NA,4,4,5,3,3,1,2,7,10,8,4,11,19,5
"219",3079495,"Siliciano,R.F.","Robert F. Siliciano",2,NA,NA,5,1,1,NA,2,NA,3,2,3,1,3,1,1,NA,1,NA,1,NA
"220",3079878,"Telford,M.J.","Maximilian J. Telford",1,4,NA,1,3,NA,2,NA,NA,9,1,4,NA,3,NA,NA,1,NA,1,NA,1
"221",3092707,"Hahn,B.H.","Beatrice H.  Hahn",3,5,2,NA,2,5,6,10,5,9,7,6,10,13,8,11,14,8,13,21,9
"222",3105074,"Kikuchi,K.","Kiyoshi  Kikuchi",2,3,4,3,2,NA,1,1,4,2,5,NA,1,NA,2,1,NA,NA,1,NA,NA
"223",3111535,"Adlard,R.D.","Robert D. Adlard",2,NA,NA,NA,3,NA,2,3,NA,1,1,2,5,5,6,4,4,2,1,1,NA
"224",3120511,"Bohlmann,J.","Jörg  Bohlmann",2,2,2,1,NA,1,4,6,2,5,6,10,6,6,11,2,12,2,3,4,2
"225",3120734,"Jansen,R.K.","Robert K.  Jansen",1,3,8,5,3,4,3,3,3,9,6,6,3,3,3,2,1,10,9,6,4
"226",3130198,"Sievert,S.M.","Stefan M. Sievert",NA,NA,2,3,NA,1,NA,1,1,1,5,3,NA,1,3,NA,1,1,1,NA,2
"227",3144323,"Soltis,P.S.","Pamela S.  Soltis",3,6,4,3,3,4,5,7,3,7,6,3,7,6,3,7,4,6,9,5,3
"228",3168557,"Bentley,S.D.","Stephen D. Bentley",NA,1,1,1,2,2,6,2,1,2,3,4,8,9,6,6,10,3,NA,1,1
"229",3170379,"Gillings,M.R.","Michael R. Gillings",NA,1,NA,2,3,NA,3,2,3,3,2,4,8,1,2,NA,3,1,1,1,1
"230",3171213,"Nagata,Y.","Yuji  Nagata",NA,1,1,NA,2,1,1,NA,5,4,6,1,NA,3,2,3,2,4,9,5,1
"231",3176927,"Nagahama,Y.","Yoshitaka  Nagahama",4,1,7,12,5,8,7,3,7,3,6,2,6,4,3,3,2,3,2,NA,NA
"232",3186927,"Skaletsky,H.","Helen  Skaletsky",NA,NA,3,5,3,2,10,3,8,1,1,2,1,5,NA,3,2,5,NA,1,3
"233",3198691,"Springer,M.S.","Mark S.  Springer",4,6,4,2,11,6,9,4,1,4,6,3,5,3,6,2,1,2,6,1,4
"234",3216012,"Ueno,S.","Saneyoshi  Ueno",NA,NA,1,1,NA,NA,2,2,3,1,NA,2,6,1,3,5,2,2,NA,2,4
"235",3223403,"Shiroishi,T.","Toshihiko  Shiroishi",3,5,5,4,NA,NA,2,8,NA,NA,2,2,1,NA,NA,NA,6,1,NA,NA,1
"236",3250839,"Moineau,S.","Sylvain  Moineau",2,1,1,3,5,5,5,3,3,4,4,4,5,3,1,3,3,3,6,1,5
"237",3290751,"Nakagomi,T.","Toyoko  Nakagomi",1,NA,2,2,2,1,2,NA,2,1,1,1,3,1,3,1,5,3,7,5,3
"238",3292195,"Stoneking,M.","Mark  Stoneking",2,NA,1,2,NA,1,1,NA,NA,NA,2,2,4,1,2,2,4,7,NA,2,3
"239",3317481,"Bandi,C.","Claudio  Bandi",1,1,2,4,3,4,1,6,4,4,2,2,5,2,5,2,4,1,2,NA,NA
"240",3338955,"Kawamura,Y.","Yoshiaki  Kawamura",1,5,2,2,2,2,3,3,4,4,3,1,1,NA,2,4,2,3,3,2,2
"241",3343185,"Nishiyama,T.","Tomoaki  Nishiyama",NA,NA,1,NA,3,NA,5,NA,1,NA,1,3,2,1,5,NA,4,2,NA,2,1
"242",3473527,"Wing,R.A.","Rod A.  Wing",1,2,2,2,5,3,3,16,14,10,17,9,9,12,3,4,9,3,2,1,NA
"243",3474242,"Fleischer,R.C.","Robert C. Fleischer",NA,4,3,2,NA,4,1,6,2,5,3,12,4,4,9,8,2,12,5,9,2
"244",3484111,"Taberlet,P.","Pierre  Taberlet",2,1,4,NA,3,2,3,NA,1,7,6,1,4,2,NA,8,1,2,2,3,NA
"245",3498959,"Minamisawa,K.","Kiwamu  Minamisawa",NA,2,1,NA,3,3,1,2,1,5,2,3,5,2,5,2,2,4,4,2,1
"246",3501679,"Yamazaki,M.","Mami  Yamazaki",3,3,3,1,NA,1,1,NA,1,NA,NA,2,NA,NA,1,1,3,NA,NA,2,2
"247",3505056,"Frisvad,J.C.","Jens Christian Frisvad",NA,1,1,NA,2,1,NA,3,5,3,10,7,3,2,17,5,12,8,7,8,8
"248",3519942,"Kuhnert,P.","Peter  Kuhnert",1,1,3,4,2,4,4,4,2,11,3,NA,4,3,2,4,1,2,2,1,1
"249",3521478,"Hongo,S.","Seiji  Hongo",2,NA,NA,2,2,1,1,4,4,NA,3,NA,2,2,NA,1,1,3,1,2,NA
"250",3529067,"Cruaud,C.","Corinne  Cruaud",10,1,4,3,NA,3,5,4,NA,NA,10,12,9,24,16,27,13,9,2,3,NA
"251",3535433,"Noble,L.R.","Leslie R. Noble",NA,NA,3,6,4,2,1,2,2,7,3,1,1,NA,1,NA,1,NA,2,1,NA
"252",3538272,"Kimbara,K.","Kazuhide  Kimbara",1,2,NA,NA,1,2,1,1,3,3,3,1,NA,1,4,5,NA,4,3,1,NA
"253",3543352,"Pryer,K.M.","Kathleen M.  Pryer",NA,NA,1,NA,3,NA,NA,2,1,3,5,4,1,4,4,4,2,4,7,4,NA
"254",3545417,"Gessain,A.","Antoine  Gessain",4,4,NA,8,6,1,5,3,6,7,2,3,NA,6,6,4,9,7,5,3,4
"255",3545756,"Cameron,K.M.","Kenneth M.  Cameron",1,NA,2,1,2,2,1,2,5,1,NA,1,3,NA,1,NA,2,2,NA,NA,4
"256",3555219,"Girlich,D.","Delphine  Girlich",NA,NA,1,2,1,2,1,4,NA,NA,1,NA,NA,3,1,2,NA,1,2,1,NA
"257",3563537,"Dohlen,C.D.","Carol D.  von Dohlen",1,1,NA,NA,2,1,1,NA,NA,1,3,3,1,1,1,NA,6,1,2,NA,2
"258",3572865,"Edgcomb,V.P.","Virginia P. Edgcomb",NA,NA,1,1,3,4,2,NA,1,1,NA,NA,2,NA,6,5,2,1,1,1,NA
"259",3574748,"Netesov,S.V.","Sergey V. Netesov",NA,NA,1,1,NA,NA,1,NA,NA,4,3,1,NA,4,NA,7,NA,NA,5,4,NA
"260",3581039,"Seal,B.S.","BRUCE S.  SEAL",NA,5,2,6,2,3,4,6,2,NA,2,1,NA,NA,5,2,2,2,1,NA,NA
"261",3581073,"Hillis,D.M.","David M.  Hillis",1,3,1,NA,3,3,NA,2,1,2,2,5,2,1,3,1,2,1,NA,1,1
"262",3591412,"Hirono,I.","Ikuo  Hirono",5,4,2,6,2,4,7,7,11,7,10,11,8,7,12,4,6,3,7,1,3
"263",3595885,"Harbach,R.E.","RALPH E.  HARBACH",NA,NA,1,6,1,4,6,4,3,1,2,NA,5,2,3,3,6,4,2,1,2
"264",3603726,"Nikoh,N.","Naruo  Nikoh",1,2,NA,5,3,1,NA,2,NA,3,2,2,6,3,2,6,12,6,NA,2,4
"265",3614622,"Escriva,H.","Héctor  Escrivà",2,NA,NA,3,2,1,NA,1,1,NA,1,NA,3,NA,4,1,2,NA,NA,1,1
"266",3614934,"Meshnick,S.R.","Steven R. Meshnick",1,1,NA,1,1,NA,2,1,NA,NA,1,1,1,1,4,2,1,5,NA,2,2
"267",3625335,"Arahal,D.R.","David R. Arahal",2,NA,1,NA,2,1,1,NA,6,2,2,1,3,5,1,4,3,3,2,1,3
"268",3625711,"Kinoshita,M.","Masato  Kinoshita",NA,4,1,1,1,2,1,NA,NA,NA,NA,1,4,2,1,NA,NA,3,NA,NA,1
"269",3627549,"Belak,S.","Sándor  Belák",3,2,7,1,1,4,1,NA,1,3,4,5,9,6,4,7,6,4,2,2,NA
"270",3630009,"de Lamballerie,X.","Xavier  de Lamballerie",2,1,2,7,10,8,4,2,5,12,6,7,4,5,NA,8,7,12,9,7,2
"271",3634236,"Maiss,E.","Edgar  Maiss",1,NA,NA,NA,NA,2,2,1,NA,2,4,3,2,NA,NA,1,3,2,2,NA,NA
"272",3642568,"Sanglard,D.","Dominique  Sanglard",1,2,1,2,1,2,2,NA,NA,1,1,1,1,NA,4,1,3,1,2,1,1
"273",3653675,"Alioto,D.","Daniela  Alioto",NA,1,NA,NA,NA,1,1,NA,1,2,NA,1,NA,NA,1,NA,1,4,1,2,1
"274",3656305,"Marenda,M.S.","Marc S. Marenda",NA,1,1,NA,NA,1,1,NA,2,1,NA,NA,1,NA,NA,NA,1,2,1,NA,1
"275",3670026,"Langford,P.R.","Paul R. Langford",2,2,NA,NA,1,1,NA,1,2,NA,NA,4,3,NA,NA,1,4,1,2,1,1
"276",3674214,"Stratil,A.","Antonín  Stratil",NA,3,3,4,2,6,3,2,2,2,NA,1,NA,2,NA,NA,NA,1,1,NA,NA
"277",3674272,"Dubcovsky,J.","Jorge  Dubcovsky",1,NA,2,NA,1,6,3,6,5,7,3,4,7,3,4,2,3,4,4,4,2
"278",3686344,"Pfister,D.H.","Donald H.  Pfister",1,NA,2,NA,2,1,NA,2,3,5,1,4,2,5,NA,1,8,3,2,4,7
"279",3693105,"Takishita,K.","Kiyotaka  Takishita",NA,NA,2,1,NA,1,2,4,5,6,7,5,3,5,2,5,1,3,2,2,4
"280",3698704,"Ehlers,B.","Bernhard  Ehlers",NA,NA,6,1,5,1,2,1,NA,3,7,5,3,4,3,NA,3,1,9,4,1
"281",3699852,"Barbe,V.","Valérie  Barbe",NA,NA,3,1,2,2,8,2,1,9,4,3,12,8,17,8,16,8,3,4,1
"282",3707960,"Liegeois,F.","Florian  Liégeois",NA,NA,2,2,NA,1,2,1,NA,6,2,3,2,3,2,2,2,1,2,NA,1
"283",3720791,"Leger,N.","Nicole  Léger",NA,1,NA,1,NA,2,NA,2,2,NA,2,3,1,NA,NA,2,1,3,2,NA,1
"284",3731135,"Sekizaki,T.","Tsutomu  Sekizaki",1,2,2,6,6,2,2,NA,1,1,NA,3,1,1,1,NA,1,1,1,NA,2
"285",3732179,"Pujol,F.H.","Flor Helene Pujol",NA,1,2,1,1,3,2,2,1,NA,NA,2,2,5,2,3,1,1,3,NA,NA
"286",3745223,"Fjeldsa,J.","Jon  Fjeldså",NA,NA,1,NA,2,1,NA,6,3,4,5,5,6,NA,3,5,4,5,2,6,3
"287",3745569,"Volff,J.","Jean-Nicolas  Volff",1,NA,2,4,4,1,9,8,1,4,3,NA,NA,6,2,4,3,10,1,NA,NA
"288",3750309,"Lavazza,A.","Antonio  Lavazza",NA,1,NA,NA,1,NA,1,NA,2,6,4,3,1,5,6,2,9,4,5,6,6
"289",3751542,"Takaichi,S.","Shinichi  Takaichi",1,1,1,NA,NA,1,2,1,2,NA,3,2,1,3,5,1,1,1,1,1,NA
"290",3762553,"Imai,K.","Kunitoshi  Imai",NA,NA,1,NA,1,1,NA,1,2,NA,1,1,NA,NA,1,1,2,2,4,2,1
"291",3782760,"Faris,J.D.","Justin D. Faris",1,NA,NA,NA,1,4,1,NA,NA,2,NA,2,2,3,4,2,1,1,NA,NA,1
"292",3783275,"van West,P.","Pieter  van West",1,NA,1,1,NA,NA,NA,NA,6,NA,NA,2,NA,2,1,3,3,2,1,1,1
"293",3783493,"Barbeyron,T.","Tristan  Barbeyron",NA,1,NA,1,1,NA,1,NA,2,2,2,2,NA,2,4,1,3,4,1,1,1
"294",3790155,"Seuanez,H.N.","Hector Nicolas Seuánez",1,2,7,1,3,1,4,NA,5,NA,7,NA,NA,4,3,2,5,NA,3,2,NA
"295",3794588,"Maggs,C.A.","Christine A.  Maggs",NA,1,2,2,1,4,1,NA,1,NA,3,2,1,2,2,3,4,1,NA,2,3
"296",3797119,"Calvete,J.J.","Juan José Calvete",4,3,1,NA,NA,1,NA,2,1,3,1,1,NA,NA,2,NA,2,NA,NA,4,2
"297",3803081,"Kuzuyama,T.","Tomohisa  Kuzuyama",NA,1,NA,5,1,1,2,3,1,4,1,4,3,2,NA,3,2,2,4,2,2
"298",3803205,"Chomel,B.B.","Bruno B. Chomel",NA,1,2,3,NA,1,NA,1,NA,4,1,4,2,2,NA,3,1,1,1,2,4
"299",3807431,"Gottstein,B.","Bruno  Gottstein",2,3,1,2,NA,NA,NA,3,NA,1,2,3,5,2,1,2,1,2,2,NA,NA
"300",3817897,"Bonillo,C.","Céline  Bonillo",1,1,NA,NA,NA,2,3,NA,1,NA,2,1,1,4,2,1,4,4,3,1,4
"301",3851828,"Misawa,N.","Naoaki  Misawa",NA,1,NA,NA,1,1,1,1,NA,1,3,NA,2,4,NA,NA,NA,3,1,NA,2
"302",3856070,"Secombes,C.J.","Christopher J. Secombes",NA,NA,3,6,8,5,6,7,8,7,8,4,15,12,10,6,11,5,3,5,5
"303",3862512,"Steenkamp,E.T.","Emma Theodora Steenkamp",NA,NA,1,2,NA,NA,NA,NA,1,4,NA,1,3,1,5,4,5,2,5,2,NA
"304",3868936,"Attoui,H.","Houssam  Attoui",2,1,2,4,5,3,1,3,5,3,2,7,5,3,3,2,1,3,2,1,NA
"305",3884878,"Tkach,V.V.","Vasyl V.  Tkach",NA,NA,1,3,3,2,4,NA,NA,2,5,3,4,3,8,5,8,4,12,5,6
"306",3886764,"Spatafora,J.W.","Joseph W.  Spatafora",NA,3,NA,6,4,2,6,4,2,7,8,3,12,2,7,11,3,4,6,3,3
"307",3888379,"Klicka,J.T.","John T. Klicka",NA,NA,1,1,1,NA,NA,NA,1,NA,2,4,2,4,4,3,4,4,1,NA,NA
"308",3897481,"Rasplus,J.","Jean-Yves  Rasplus",NA,2,2,NA,2,5,2,5,2,NA,1,2,3,NA,3,7,5,2,2,4,1
"309",3902355,"Miyaki,C.Y.","Cristina Yumi Miyaki",NA,1,NA,1,NA,1,2,3,1,3,3,1,3,NA,3,6,4,3,5,2,1
"310",3912271,"Ishihara,C.","Chiaki  Ishihara",1,2,NA,NA,1,NA,NA,3,2,1,1,NA,2,1,1,NA,3,2,NA,1,NA
"311",3914789,"Halanych,K.M.","Kenneth M.  Halanych",2,NA,3,1,2,NA,1,3,6,4,4,7,5,6,5,2,3,NA,3,5,5
"312",3939123,"Feyereisen,R.","René  Feyereisen",2,2,1,1,NA,1,NA,1,1,5,NA,2,NA,1,1,NA,2,1,2,NA,1
"313",3941581,"Kistler,H.C.","H. Corby Kistler",1,2,1,1,1,3,2,NA,NA,1,2,1,NA,4,NA,1,NA,1,NA,2,NA
"314",3956985,"Willems,A.","Anne  Willems",1,2,4,2,6,8,3,6,7,2,5,1,6,5,10,13,5,4,15,6,8
"315",3965564,"Sproer,C.","Cathrin  Spröer",NA,NA,2,3,NA,4,4,3,10,4,9,5,11,11,15,13,43,23,24,24,24
"316",3969932,"Keeling,P.J.","PATRICK J.  KEELING",2,7,1,3,9,2,17,16,7,13,13,13,11,14,7,17,12,6,8,6,4
"317",3987848,"Hrmova,M.","Maria  Hrmova",NA,NA,1,NA,1,NA,2,1,NA,2,NA,1,3,3,1,2,1,NA,2,3,2
"318",3987942,"Saijo,M.","Masayuki  Saijo",NA,1,1,1,1,3,1,1,2,1,4,NA,2,NA,2,2,5,4,4,1,5
"319",3989077,"Hedlund,B.P.","Brian P. Hedlund",NA,1,1,2,NA,3,NA,2,NA,NA,NA,4,2,3,NA,1,6,3,2,NA,1
"320",4001284,"Slapeta,J.R.","Jan R.  Šlapeta",NA,NA,1,NA,3,5,4,2,1,1,1,2,4,7,6,6,2,10,12,6,7
"321",4006925,"Costa,M.S.","Milton S.  da Costa",4,NA,1,4,NA,4,5,1,11,10,8,9,2,3,4,10,5,5,4,5,4
"322",4013337,"Naas,T.P.","Thierry P.  Naas",4,2,8,7,7,6,2,6,1,2,4,3,NA,3,2,1,1,NA,2,1,NA
"323",4035461,"Izopet,J.","Jacques  Izopet",NA,2,2,3,4,3,5,2,5,1,4,1,3,6,5,2,3,5,5,1,3
"324",4047787,"Kanost,M.R.","Michael R.  Kanost",2,1,4,NA,1,2,10,5,6,NA,3,3,4,3,NA,NA,1,1,NA,1,NA
"325",4057852,"Takada,N.","Nobuhiro  Takada",NA,NA,1,1,4,2,1,1,1,5,1,2,2,1,1,4,4,1,NA,2,1
"326",4061944,"Viscogliosi,E.","Eric  Viscogliosi",NA,2,3,3,3,1,1,2,4,4,4,4,5,1,2,2,3,2,6,4,NA
"327",4080518,"Timoney,P.J.","Peter J.  Timoney",NA,1,3,NA,1,NA,NA,1,NA,NA,4,4,1,2,NA,2,NA,NA,1,1,NA
"328",4086449,"Dwyer,D.E.","Dominic Edmund Dwyer",2,1,NA,1,NA,NA,1,2,NA,2,NA,NA,3,2,2,1,NA,NA,NA,NA,2
"329",4090852,"Cibois,A.","Alice  Cibois",NA,NA,1,NA,2,1,2,3,NA,2,2,3,1,1,1,2,2,1,1,NA,1
"330",4091094,"Vrijenhoek,R.C.","Robert C.  Vrijenhoek",3,6,1,2,4,2,6,5,1,3,4,7,4,4,3,3,3,8,3,5,2
"331",4100190,"Adams,M.A.","Mark A. Adams",NA,1,NA,2,2,NA,1,1,NA,1,3,NA,2,2,4,2,1,3,1,2,NA
"332",4106935,"Kubicek,C.P.","Christian P. Kubicek",2,NA,NA,2,NA,2,8,7,7,5,6,6,7,9,1,15,1,1,2,1,4
"333",4107045,"Bargelloni,L.","Luca  Bargelloni",NA,2,2,2,2,1,NA,NA,2,4,NA,NA,2,4,1,1,NA,2,NA,1,1
"334",4111894,"Lambert,D.M.","David M. Lambert",NA,1,NA,1,NA,2,4,2,4,2,1,5,5,1,2,2,2,3,2,1,NA
