"","author_id","name_initial","name","num_ssid_1997","num_ssid_1998","num_ssid_1999","num_ssid_2000","num_ssid_2001","num_ssid_2002","num_ssid_2003","num_ssid_2004","num_ssid_2005","num_ssid_2006","num_ssid_2007","num_ssid_2008","num_ssid_2009","num_ssid_2010","num_ssid_2011","num_ssid_2012","num_ssid_2013","num_ssid_2014","num_ssid_2015","num_ssid_2016","num_ssid_2017"
"503",5927374,"Sall,A.A.","Amadou Alpha Sall",3,NA,1,NA,1,NA,NA,NA,2,NA,1,2,3,3,1,2,4,4,3,2,4
"504",5941427,"Karasev,A.V.","Alexander V. Karasev",1,1,2,NA,2,2,NA,NA,2,1,NA,1,1,2,4,1,NA,3,2,4,4
"505",5943035,"Nawa,Y.","Yukifumi  Nawa",1,NA,NA,1,NA,NA,NA,1,NA,NA,2,4,2,1,1,4,5,NA,2,2,NA
"506",5944951,"Hantula,J.","Jarkko  Hantula",1,NA,1,2,2,NA,5,2,3,2,NA,NA,3,2,3,4,2,2,6,NA,3
"507",5967941,"Wiegertjes,G.F.","Geert F. Wiegertjes",NA,NA,1,1,NA,NA,1,NA,NA,1,NA,8,3,2,2,2,2,3,1,2,NA
"508",5991420,"Mariaux,J.","Jean-Baptiste  Mariaux",NA,2,1,2,2,NA,NA,1,NA,NA,NA,2,2,NA,2,1,2,1,3,NA,1
"509",5991589,"Takaki,Y.","Yoshihiro  Takaki",NA,1,8,4,1,1,1,4,NA,NA,3,2,NA,1,5,6,4,5,3,8,7
"510",6004426,"Hikima,J.","Jun-ichi  Hikima",1,NA,NA,1,NA,NA,1,1,2,4,NA,NA,3,2,5,5,2,NA,1,1,1
"511",6006141,"Nickrent,D.L.","Daniel L. Nickrent",6,1,2,3,NA,1,NA,3,1,1,4,3,2,1,NA,1,NA,NA,3,1,NA
"512",6008291,"Takai,K.","Ken  Takai",NA,1,4,2,5,4,10,9,20,14,4,7,7,5,6,10,11,11,5,8,7
"513",6011032,"Shirasu,K.","Ken  Shirasu",NA,NA,3,1,NA,2,2,1,1,1,1,NA,NA,1,1,1,NA,1,1,3,2
"514",6076704,"Schink,B.","Bernhard  Schink",NA,2,2,2,NA,4,NA,4,NA,3,6,3,1,1,4,2,NA,1,3,1,NA
"515",6093497,"Nishizawa,T.","Tsutomu  Nishizawa",2,1,3,6,4,5,7,7,10,2,2,2,NA,NA,3,3,3,3,1,4,4
"516",6108164,"Holo,H.","Helge  Holo",1,NA,NA,2,1,2,1,1,1,1,2,NA,NA,2,NA,2,NA,NA,NA,1,NA
"517",6114737,"Hirsch,V.M.","Vanessa M. Hirsch",1,NA,2,1,2,NA,2,NA,NA,2,2,NA,NA,1,NA,5,2,2,3,2,NA
"518",6119340,"Acinas,S.G.","Silvia G. Acinas",NA,NA,1,NA,1,2,NA,1,NA,1,NA,2,1,NA,NA,1,NA,2,2,5,4
"519",6131478,"Ferte,H.","Hubert  Ferté",NA,1,NA,1,1,1,NA,1,2,2,1,3,3,2,2,2,1,3,3,2,NA
"520",6134339,"Ollivier,B.","Bernard  Ollivier",5,2,3,4,3,3,6,6,4,2,9,4,2,4,8,10,10,2,9,5,1
"521",6154416,"Yukuhiro,K.","Kenji  Yukuhiro",1,NA,1,1,NA,1,2,NA,NA,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,1
"522",6155289,"Kusakabe,R.","Rie  Kusakabe",NA,NA,1,NA,1,NA,1,NA,NA,NA,2,2,NA,NA,2,NA,1,NA,1,NA,1
"523",6167874,"Miya,M.U.","Masaki U. Miya",1,1,2,4,8,3,7,9,6,6,6,10,12,12,5,4,10,7,4,4,3
"524",6174056,"Farias,I.P.","IZENI PIRES  FARIAS",NA,NA,1,1,1,NA,2,2,2,2,4,8,4,3,2,5,1,5,5,6,6
"525",6211518,"Picardeau,M.","Mathieu  Picardeau",1,1,NA,2,3,1,NA,NA,2,2,2,2,1,NA,1,NA,1,2,2,NA,NA
"526",6230556,"Nubel,U.","Ulrich  Nübel",3,1,NA,3,6,1,2,1,1,2,1,NA,1,1,NA,NA,2,NA,1,NA,2
"527",6234325,"Dedysh,S.N.","Svetlana N. Dedysh",NA,4,NA,3,1,2,1,2,4,6,3,2,3,4,6,7,4,5,3,4,2
"528",6246797,"Nichol,S.T.","Stuart T. Nichol",8,5,1,2,3,4,1,4,1,6,8,5,6,2,8,7,5,6,5,7,3
"529",6279472,"Brisse,S.","Sylvain  Brisse",NA,NA,1,1,1,1,1,2,8,2,3,2,4,2,8,3,5,6,4,1,3
"530",6284188,"Fujiwara,H.","Haruhiko  Fujiwara",2,NA,NA,1,1,3,1,2,4,2,1,5,NA,2,NA,4,3,1,NA,2,NA
"531",6291510,"Dykova,I.","Iva  Dyková",NA,NA,1,NA,2,2,2,1,2,1,2,3,2,3,3,2,3,NA,2,2,3
"532",6349345,"Fingerle,V.","Volker  Fingerle",NA,NA,1,NA,NA,2,NA,NA,1,1,NA,5,3,2,1,1,1,1,3,4,NA
"533",6350427,"Miura,T.","Tomoyuki  Miura",6,2,4,NA,4,1,1,NA,4,1,NA,1,NA,NA,2,NA,4,NA,2,NA,NA
"534",6369180,"Lynn,D.H.","DENIS H.  LYNN",3,1,2,3,1,1,NA,1,4,3,5,NA,5,2,2,2,2,NA,1,1,1
"535",6387627,"Inoshima,Y.","Yasuo  Inoshima",2,NA,NA,1,1,1,1,NA,1,NA,NA,1,1,4,2,1,4,2,NA,1,1
"536",6390795,"Takemoto,D.","Daigo  Takemoto",NA,NA,1,1,1,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA
"537",6415437,"Inokuma,H.","Hisashi  Inokuma",NA,NA,3,4,7,8,2,4,5,1,5,2,3,1,4,2,8,3,2,NA,NA
"538",6436250,"Lougheed,S.C.","Stephen C.  Lougheed",NA,NA,2,1,2,1,2,3,NA,5,3,3,1,4,3,4,2,2,1,NA,1
"539",6493427,"Forterre,P.","Patrick  Forterre",6,NA,NA,NA,NA,2,3,3,NA,NA,1,4,3,2,1,1,3,1,NA,NA,1
"540",6494749,"Saif,L.J.","Linda J. Saif",NA,NA,5,4,1,2,1,3,3,1,5,2,1,NA,8,2,8,7,2,4,2
"541",6499983,"Luzzaro,F.","Francesco  Luzzaro",1,NA,NA,NA,NA,1,2,NA,1,2,1,1,1,NA,NA,NA,2,NA,NA,NA,2
"542",6511377,"Tanabe,Y.","Yuuhiko  Tanabe",NA,NA,1,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,2,2,NA,1,4,NA,NA
"543",6529686,"Spiropoulou,C.F.","Christina F. Spiropoulou",NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,1,1,1,2,1,1
"544",6542110,"Pasquet,E.","ERIC.  PASQUET",NA,1,1,1,2,1,NA,3,NA,5,7,9,3,1,3,6,4,1,2,1,2
"545",6543883,"Kreuze,J.F.","Jan Frederik Kreuze",NA,1,NA,2,NA,1,2,NA,NA,NA,1,2,1,1,3,1,1,3,2,1,4
"546",6577920,"Godfroy,A.","Anne  Godfroy",1,NA,1,1,1,NA,2,NA,2,NA,2,NA,4,2,1,NA,4,2,1,2,2
"547",6593096,"Poirel,L.","Laurent  Poirel",1,NA,8,5,13,6,6,9,10,10,7,12,7,13,8,18,9,3,7,2,6
"548",6633039,"Jongejan,F.","Frans  Jongejan",NA,NA,2,3,2,2,4,3,5,1,4,5,4,5,2,1,2,NA,1,NA,NA
"549",6637782,"Villems,R.","Richard  Villems",NA,NA,1,NA,NA,1,NA,2,3,1,5,4,1,1,1,4,3,1,1,1,1
"550",6648154,"Briddon,R.W.","Robert W. Briddon",NA,NA,3,3,1,1,3,3,5,5,2,5,8,11,9,7,6,10,1,3,3
"551",6650716,"Steinbuchel,A.","Alexander  Steinbüchel",2,3,6,11,10,12,6,3,2,5,1,6,4,5,4,1,4,2,1,3,2
"552",6686389,"Pollakis,G.","Georgios  Pollakis",NA,NA,1,2,1,1,1,2,2,NA,1,NA,1,1,1,1,1,NA,1,2,NA
"553",6689095,"Kawano,S.","Shigeyuki  Kawano",2,1,6,1,2,5,4,2,4,1,1,2,2,2,1,2,NA,NA,1,NA,1
"554",6708692,"Katsu,Y.","Yoshinao  Katsu",1,NA,NA,NA,2,1,3,1,1,3,3,6,1,4,1,NA,2,NA,NA,1,NA
"555",6710714,"Randi,E.","Ettore  Randi",1,2,1,2,3,1,1,1,2,2,5,3,3,1,1,2,2,2,3,NA,1
"556",6756962,"Krajewski,C.","Carey  Krajewski",6,1,3,3,2,NA,1,2,NA,1,2,NA,1,1,NA,1,NA,NA,1,1,NA
"557",6757672,"Muranaka,T.","Toshiya  Muranaka",NA,NA,3,NA,1,NA,NA,NA,1,2,NA,1,3,NA,3,NA,2,2,1,3,3
"558",6779655,"Prangishvili,D.","David  Prangishvili",NA,1,NA,1,1,NA,1,3,4,NA,1,4,2,6,3,1,1,NA,2,1,1
"559",6783421,"Gotuzzo,E.","Eduardo  Gotuzzo",NA,1,NA,1,NA,NA,NA,1,2,1,1,1,1,3,NA,NA,1,1,NA,1,NA
"560",6783896,"Wicker,T.","Thomas  Wicker",NA,NA,1,1,1,NA,1,NA,2,1,6,1,7,6,3,2,3,3,3,1,2
"561",6812004,"Gatanaga,H.","Hiroyuki  Gatanaga",1,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,2,2,1,NA,NA,1,NA,2,1
"562",6816021,"Zachgo,S.","Sabine  Zachgo",1,NA,1,NA,1,NA,NA,2,1,1,1,1,2,1,NA,1,NA,NA,3,NA,1
"563",6823237,"Haesebrouck,F.","Freddy  Haesebrouck",1,NA,3,1,6,2,4,2,8,4,3,4,2,3,4,3,2,7,1,1,1
"564",6839497,"Katayama,K.","Kazuhiko  Katayama",NA,1,1,2,2,2,NA,7,7,6,1,3,7,6,1,3,1,5,11,5,9
"565",6867446,"Paddock,C.D.","Christopher D. Paddock",2,NA,NA,1,1,NA,3,NA,NA,2,6,5,2,4,1,2,1,2,NA,3,2
"566",6892066,"Spradling,T.A.","Theresa A.  Spradling",NA,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,2,NA
"567",6938577,"Ventosa,A.","Antonio  Ventosa",4,1,6,3,4,3,2,7,9,17,12,17,11,8,8,15,14,16,16,10,10
"568",6940827,"Schleper,C.","Christa  Schleper",2,1,2,1,NA,2,1,2,1,5,NA,3,3,4,1,4,7,1,1,3,NA
"569",6945815,"Maruyama,T.","Tadashi  Maruyama",3,4,4,3,3,3,2,3,6,8,8,2,1,7,5,2,7,3,3,5,3
"570",6957392,"Elomaa,P.","Paula  Elomaa",NA,2,2,1,NA,NA,2,1,1,NA,1,2,3,1,NA,3,NA,NA,1,2,1
"571",6965382,"Longcore,J.E.","Joyce E.  Longcore",1,NA,NA,1,NA,NA,1,NA,NA,7,1,NA,3,1,3,1,NA,1,1,1,3
"572",6967203,"Iwamuro,S.","Shawichi  Iwamuro",NA,1,1,NA,1,NA,2,NA,NA,2,4,3,NA,3,1,NA,1,1,NA,NA,1
"573",6976263,"Riutort,M.","Marta  Riutort",1,2,6,NA,1,2,NA,1,NA,NA,1,1,3,NA,3,4,4,2,2,4,2
"574",7006609,"Holmes,E.C.","Edward C.  Holmes",3,NA,5,2,7,6,6,3,11,9,12,10,10,15,7,15,21,30,23,10,18
"575",7007412,"Dohmae,N.","Naoshi  Dohmae",1,3,4,4,3,1,1,1,NA,4,1,1,1,2,1,2,3,NA,1,NA,1
"576",7011100,"Blackard,J.T.","Jason Tory Blackard",1,NA,2,2,1,NA,1,1,NA,1,1,NA,1,2,3,3,1,2,2,2,NA
"577",7032750,"Hoek,L.V.","Lia  van der Hoek",NA,2,NA,NA,1,NA,1,2,2,5,1,3,1,2,1,1,2,5,4,3,NA
"578",7182948,"De Mot,R.","René  De Mot",5,3,5,1,NA,1,1,1,NA,NA,1,NA,NA,1,3,1,3,NA,1,NA,1
"579",7276732,"Schneider,C.J.","Christopher J. Schneider",NA,NA,1,NA,3,1,NA,3,NA,1,1,NA,1,2,NA,1,2,1,1,NA,NA
"580",7302950,"Walker,A.R.","Amanda R.  Walker",1,1,1,NA,1,1,1,NA,1,3,1,NA,2,NA,NA,NA,1,NA,1,1,2
"581",7536588,"Torre,A.D.","Alessandra  della Torre",NA,2,2,NA,1,2,NA,1,NA,1,1,1,NA,NA,1,NA,1,1,2,NA,NA
"582",7569104,"Crous,P.W.","Pedro Willem  Crous",NA,NA,2,1,8,1,10,13,12,23,21,15,31,26,15,35,30,29,33,35,48
"583",7663181,"Puhler,A.","Alfred  Pühler",7,5,10,4,9,5,11,7,7,8,6,9,3,4,8,6,4,4,3,4,NA
"584",7690202,"Hu,Z.","Zhi-hong  Hu",1,NA,NA,NA,1,NA,NA,2,2,2,1,NA,1,1,NA,NA,1,2,1,1,3
"585",7803030,"Wendel,J.F.","Jonathan F. Wendel",2,5,5,2,1,3,7,9,NA,3,1,3,1,1,2,4,NA,3,1,1,2
"586",7852095,"Tesh,R.B.","Robert B.  Tesh",1,NA,6,3,4,NA,5,4,6,3,3,2,10,9,15,13,20,16,14,6,10
"587",8144281,"O'brien,S.J.","Stephen J.  O’Brien",8,6,9,5,14,4,6,9,6,8,8,12,2,3,3,1,1,5,1,6,1
"588",8236011,"Dowson,C.G.","Christopher G. Dowson",NA,NA,4,2,1,1,NA,1,3,1,NA,3,5,1,1,2,NA,NA,NA,1,NA
"589",8294609,"Lockhart,P.J.","Peter James Lockhart",1,1,NA,1,1,3,2,1,3,1,3,1,2,5,1,3,5,1,NA,1,1
"590",8323286,"Hatfull,G.F.","Graham F.  Hatfull",NA,3,2,3,NA,1,2,2,1,2,3,1,2,NA,3,2,NA,3,9,3,NA
"591",8327109,"Logsdon,J.M.","John M. Logsdon",1,NA,3,1,1,3,1,NA,3,NA,6,4,NA,3,4,NA,2,NA,NA,NA,1
"592",8484234,"Nogi,Y.","Yuichi  Nogi",NA,9,3,NA,2,2,NA,6,5,7,3,7,1,2,1,2,2,5,8,3,1
"593",9039475,"Kuritzkes,D.R.","Daniel R. Kuritzkes",NA,1,2,4,1,1,1,1,NA,1,NA,2,NA,NA,2,4,NA,NA,NA,NA,1
"594",9206942,"Raga,J.","Juan-Antonio  Raga",NA,2,NA,1,NA,NA,NA,NA,1,NA,1,3,1,2,2,2,1,3,5,1,4
"595",10069357,"Schartl,M.","Manfred  Schartl",2,5,4,5,6,3,6,2,3,4,3,2,4,4,3,6,4,7,3,2,2
"596",10281434,"Schumann,P.","Peter  Schumann",6,1,13,8,7,21,19,26,20,25,26,25,16,25,24,21,43,24,33,32,20
"597",12214283,"Suarez,C.E.","Carlos E.  Suarez",1,3,NA,2,1,1,1,NA,NA,1,1,NA,2,4,1,4,NA,1,3,2,2
"598",12250909,"Biagini,P.","Philippe  Biagini",NA,NA,1,4,3,3,1,NA,4,1,2,2,NA,2,1,1,NA,NA,1,1,NA
"599",12673613,"Takami,H.","Hideto  Takami",3,3,13,10,6,1,NA,4,6,NA,2,1,1,3,4,3,1,NA,NA,NA,2
"600",15041191,"Wilkinson,M.","Mark  Wilkinson",NA,1,NA,NA,NA,2,1,4,NA,3,3,NA,2,NA,2,3,NA,5,2,2,5
"601",15448670,"Ward,T.J.","Todd J.  Ward",1,NA,1,2,3,2,1,2,1,NA,4,4,NA,1,3,2,2,2,NA,2,1
"602",21332073,"Barker,N.P.","Nigel P.  Barker",1,NA,NA,NA,NA,1,2,2,1,3,10,4,10,1,9,2,3,2,1,NA,NA
"603",28863387,"Hahn,M.W.","Martin W. Hahn",NA,NA,2,1,NA,NA,2,2,6,4,5,NA,10,5,5,4,2,3,1,6,6
"604",29017691,"Small,I.D.","I. D. Small",NA,2,NA,1,NA,NA,1,2,NA,NA,1,1,NA,NA,2,NA,NA,1,1,NA,NA
"605",29291701,"Hyatt,A.D.","Alex D. Hyatt",1,2,NA,1,1,2,NA,1,3,4,4,1,5,1,1,3,1,1,1,NA,NA
"606",29761296,"Bertaccini,A.","Assunta  Bertaccini",NA,1,2,NA,1,2,1,1,1,1,1,1,3,1,1,4,3,3,3,1,NA
"607",31575870,"Wohlleben,W.","Wolfgang  Wohlleben",1,3,3,1,2,3,NA,1,2,1,NA,1,NA,2,2,NA,1,1,1,1,1
"608",31654003,"Berbee,M.L.","Mary. L. Berbee",NA,NA,4,3,2,1,2,1,2,2,1,1,4,3,2,2,NA,2,2,1,1
"609",31721147,"Inagaki,Y.","Yuji  Inagaki",6,3,NA,3,1,2,1,5,1,2,7,2,7,6,9,3,1,3,3,3,1
"610",31722821,"Hunt,D.M.","David M. Hunt",4,6,3,1,2,1,3,1,6,4,3,4,3,1,2,2,1,NA,1,5,1
"611",31740540,"Parham,P.","Peter  Parham",7,8,8,8,8,4,1,2,2,NA,6,1,3,5,4,1,1,5,NA,5,3
"612",32103695,"Yasukochi,Y.","Yuji  Yasukochi",NA,1,1,NA,NA,1,NA,4,2,1,1,1,NA,1,4,2,1,1,1,1,NA
"613",32131486,"Morgan,J.A.","Jessica A T Morgan",1,1,NA,NA,2,1,3,1,1,1,2,NA,NA,2,4,1,NA,2,NA,1,1
"614",32133687,"Stevens,J.R.","Jamie R. Stevens",NA,1,3,1,1,3,4,2,2,1,1,2,1,NA,2,1,1,NA,2,NA,NA
"615",32165683,"Okubo,K.","Kataaki  Okubo",NA,NA,2,2,2,4,2,1,NA,1,NA,NA,NA,NA,2,1,2,3,1,NA,1
"616",32184062,"Streit,W.R.","Wolfgang R. Streit",2,NA,NA,NA,2,1,2,1,1,3,1,NA,6,2,4,5,6,1,1,2,2
"617",32319907,"Murrell,J.C.","John Colin Murrell",8,1,2,6,5,7,4,6,10,3,6,11,6,4,3,2,3,NA,2,NA,NA
"618",32347943,"Ray,S.C.","Stuart C.  Ray",NA,2,2,3,3,1,1,3,3,2,3,4,2,3,2,4,NA,3,1,NA,2
"619",32518350,"Kutty,G.","Geetha  Kutty",NA,1,NA,NA,3,NA,3,NA,NA,NA,1,2,NA,2,NA,NA,2,NA,1,NA,NA
"620",32563095,"Kawabata,H.","Hiroki  Kawabata",NA,1,NA,1,1,NA,1,2,NA,3,1,2,9,2,2,3,5,5,3,2,1
"621",32599737,"Yokota,A.","Akira  Yokota",2,NA,2,NA,1,7,4,12,10,12,33,11,12,9,11,11,6,1,NA,1,1
"622",32657367,"Harris,D.J.","David James  Harris",NA,2,1,5,3,2,3,2,4,4,7,7,6,11,13,17,13,11,6,4,7
"623",32663554,"Grimwood,J.","Jane  Grimwood",NA,NA,1,NA,17,8,1,13,1,NA,6,14,8,9,3,12,11,NA,NA,9,2
"624",32697857,"Ferris,P.J.","Patrick J. Ferris",2,NA,NA,NA,1,3,NA,NA,1,NA,2,3,1,2,NA,NA,2,1,NA,1,3
"625",32739977,"Pradella,S.","Silke  Pradella",NA,1,1,NA,NA,1,NA,4,1,NA,1,NA,1,1,NA,1,2,NA,1,NA,NA
"626",32770351,"Fay,M.F.","Michael F.  Fay",1,3,1,6,1,4,NA,4,1,2,2,1,6,3,3,4,NA,4,2,1,1
"627",32852674,"Sharp,P.M.","Paul M. Sharp",1,4,5,1,NA,1,6,7,3,6,6,3,4,1,4,4,1,4,5,4,4
"628",33527004,"Chae,J.","Joon-seok  Chae",NA,NA,3,4,1,NA,NA,NA,6,1,2,3,2,2,2,NA,2,1,2,5,NA
"629",33563062,"Aznar,F.","Francisco-Javier  Aznar",NA,1,NA,1,NA,NA,NA,NA,3,NA,1,1,1,1,1,NA,2,1,3,NA,2
"630",33692774,"Carbone,I.","Ignazio  Carbone",NA,NA,1,NA,1,NA,NA,1,2,NA,2,2,4,NA,3,1,2,2,4,1,NA
"631",33737507,"Ohta,H.","Hiroyuki  Ohta",2,2,3,2,4,1,2,2,1,3,1,5,1,4,2,3,1,5,2,2,1
"632",33819085,"Kovacs,G.M.","Gábor M. Kovács",NA,NA,1,2,3,NA,2,1,4,2,2,4,2,3,5,2,NA,2,3,NA,2
"633",33879056,"Caterino,M.S.","Michael S. Caterino",NA,NA,1,NA,1,2,NA,1,1,1,3,2,2,5,NA,NA,NA,1,1,NA,1
"634",34047690,"Brown,L.G.","Laura G. Brown",NA,1,1,2,3,NA,5,NA,NA,1,NA,NA,1,2,NA,3,1,5,NA,NA,3
"635",34161861,"Normand,P.","Philippe  Normand",5,2,3,4,5,1,6,1,5,3,5,2,1,NA,10,5,1,2,NA,1,NA
"636",34199736,"Winters,M.A.","Mark A. Winters",1,2,NA,2,NA,1,1,NA,2,2,1,1,NA,NA,1,1,NA,NA,1,1,NA
"637",34353661,"Maekawa,K.","Kiyoto  Maekawa",NA,2,2,2,1,2,NA,1,4,NA,1,1,1,1,2,3,1,3,3,1,1
"638",34420088,"Brown,I.H.","Ian H. Brown",3,1,NA,2,NA,NA,NA,2,4,NA,3,NA,3,3,3,3,2,NA,2,1,NA
"639",34423800,"Sampaio,I.","Iracilda  Sampaio",3,3,3,NA,1,1,4,5,3,2,2,3,6,3,2,4,6,7,5,3,4
"640",34466487,"Hall,R.A.","Roy A.  Hall",NA,NA,2,1,2,NA,1,NA,1,1,1,1,NA,2,1,1,2,2,NA,3,3
"641",34554488,"Ito,N.","Naoto  Ito",NA,NA,1,NA,1,1,3,NA,NA,NA,1,1,1,1,2,NA,1,NA,NA,3,NA
"642",34581091,"Watabe,S.","Shugo  Watabe",4,5,4,2,6,NA,4,6,10,7,6,5,3,7,3,2,3,1,4,NA,NA
"643",34611537,"Misawa,N.","Norihiko  Misawa",1,1,2,NA,NA,1,3,1,4,3,2,4,2,1,3,NA,NA,1,NA,1,NA
"644",34663544,"Agatsuma,T.","Takeshi  Agatsuma",3,2,2,3,1,NA,2,NA,2,NA,5,3,5,4,NA,NA,5,2,2,2,2
"645",34713631,"Heenan,P.B.","Peter B. Heenan",NA,NA,2,1,NA,1,NA,1,1,NA,1,2,1,NA,NA,2,3,1,5,NA,1
"646",34713646,"Yokoyama,N.","Naoaki  Yokoyama",1,1,NA,NA,1,1,1,4,3,1,1,NA,3,1,7,4,11,7,1,4,1
"647",34756142,"Jackson,R.W.","Robert W. Jackson",NA,NA,2,5,1,NA,NA,NA,4,NA,3,NA,2,NA,1,NA,NA,1,NA,NA,1
"648",34780197,"Niimi,T.","Teruyuki  Niimi",1,1,NA,NA,1,NA,NA,NA,2,4,1,6,5,2,4,1,1,1,1,3,NA
"649",34830711,"Blattner,F.R.","Frank R. Blattner",NA,1,2,2,1,1,NA,2,1,5,1,2,1,6,1,2,2,3,2,2,6
"650",34848404,"Shimada,T.","Toru  Shimada",NA,5,2,3,6,1,7,1,7,3,2,11,5,7,7,4,4,1,4,1,NA
"651",34855637,"Mita,K.","Kazuei  Mita",8,4,NA,8,13,1,8,4,9,15,10,12,9,10,2,9,3,2,5,NA,4
"652",34894124,"Modry,D.","David  Modrý",NA,NA,1,NA,3,5,2,1,NA,4,2,3,4,NA,3,6,5,4,11,13,6
"653",34935126,"Kruger,D.H.","Detlev H. Krüger",NA,NA,3,1,NA,NA,2,1,1,3,1,2,4,2,1,6,2,NA,3,2,3
"654",34936558,"Whitten,W.M.","W. Mark Whitten",NA,NA,1,2,2,NA,3,NA,NA,3,2,1,3,NA,NA,NA,1,NA,5,NA,NA
"655",35031117,"Sakakibara,H.","Hitoshi  Sakakibara",2,NA,2,2,1,NA,NA,1,4,2,1,1,2,1,2,1,1,1,2,3,1
"656",35216522,"Yazaki,K.","Kazufumi  Yazaki",2,NA,3,NA,3,3,NA,1,1,1,5,2,3,2,3,2,1,3,NA,1,3
"657",35217373,"Hanada,S.","Satoshi  Hanada",1,NA,2,4,NA,5,8,3,7,5,5,8,6,2,3,4,5,6,2,3,NA
"658",35329205,"Stone,G.N.","GRAHAM N.  STONE",NA,1,NA,NA,3,3,2,1,NA,1,3,2,2,4,3,3,3,2,3,3,4
"659",35358108,"Djordjevic,S.P.","Steven Philip Djordjevic",NA,1,NA,NA,2,NA,5,NA,2,3,2,1,3,6,NA,1,2,NA,1,NA,1
"660",35445888,"Cook,J.A.","Joseph Anthony Cook",NA,2,3,3,4,3,2,5,4,2,2,2,7,5,8,5,6,8,1,6,4
"661",35651895,"Adams,B.J.","BYRON J.  ADAMS",NA,1,NA,4,2,1,3,1,NA,4,NA,1,6,1,2,NA,1,1,1,3,NA
"662",36162836,"Jirku,M.","Milan  Jirků",2,2,NA,2,2,2,2,2,NA,3,1,3,5,3,NA,4,1,3,7,1,NA
"663",36513367,"Bartholomew,J.L.","Jerri Lee Bartholomew",1,NA,NA,NA,1,NA,NA,NA,1,2,1,2,1,3,1,1,4,2,NA,NA,2
"664",36742995,"Simpson,A.G.","Alastair G. B.  Simpson",NA,NA,1,NA,2,4,NA,3,1,7,1,3,2,3,1,5,3,5,4,1,2
"665",36942574,"Crespi,M.D.","Martin D Crespi",2,3,NA,3,NA,NA,3,1,NA,1,1,NA,1,NA,1,3,NA,NA,NA,NA,1
"666",37311632,"Suda,S.","Shoichiro  Suda",NA,1,1,NA,1,2,NA,1,1,NA,1,1,1,1,5,1,5,NA,1,3,NA
"667",37382297,"Yamasaki,S.","Shinji  Yamasaki",NA,NA,2,1,NA,1,4,1,2,4,4,1,4,3,3,2,1,3,2,NA,3
"668",37477233,"Wellehan,J.F.","James F.X.  Wellehan",2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,2,3,4,NA,1,2,1,NA
"669",37566144,"Mizuta,K.","Katsumi  Mizuta",1,NA,1,1,1,1,1,2,3,1,2,NA,5,7,4,7,5,4,3,7,1
"670",38332260,"Liles,M.R.","Mark R. Liles",NA,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,1,3,6,2,4,2,6,3,NA
